职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
高德-产品专家（招聘平台方向）-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1. 负责招聘方向的产品战略规划与全生命周期管理，聚焦于构建高效、智能的招聘解决方案。深入理解招聘平台和求职者角色需求，设计并推动创新型产品功能落地，覆盖从人才发现、筛选匹配、面试协同到入职管理的全流程体验优化。结合AI、大数据等技术能力，打造智能化简历解析、岗位推荐、候选人评估等核心模块，提升招聘效率与匹配精准度。
2. 主导招聘产品的生态合作模式探索，联动内外部伙伴推进开放平台能力建设，支持服务输出，拓展在垂直行业与企业客户的应用场景。通过数据驱动持续迭代产品策略，建立关键指标体系，衡量产品价值与商业影响，推动规模化增长。","1.本科及以上学历，5年以上互联网产品工作经验，具备招聘相关领域经验者优先；
2.具备阿里P7或同等职级及以上能力水平，有主导复杂平台型产品从0到1建设并实现规模化落地的成功案例；
3.熟悉生态合作模式，具备优秀的商业洞察力与用户理解能力，能独立完成价值链条设计；
4.具备出色的数据分析能力，能够通过AB实验、增长模型等手段量化产品效果，指导迭代决策；
5.优秀的跨团队协作与项目推动力，能高效联动技术、运营、商务及外部合作伙伴，推动多方目标对齐与资源整合；
6.具备全局视野与战略思维，能够结合行业趋势制定中长期产品路线图，并灵活应对不确定性挑战。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 01,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224900b53757b50476293b5366c8a7d94d6&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-创作者成长激励产品经理（北京/杭州）-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1. 负责高德内容业务的策略产品工作，包括通过作者分级、权益与激励任务，激励创作者生态持续繁荣。
2. 了解内容平台创作者生态，理解作者经营动机和痛点，有制定全链路的作者成长通路经验者加分。
3. 对内容产品的流量策略（包括生产和消费）有深入理解，有后台产品经验，或具备行业领先的内容产品操盘经验者加分。
4. 数据策略方面，对于数据逻辑、效果和分析有经验，具备生态分析等经验者加分。","1. 本科及以上学历，具备3年及以上内容产品（图文/视频）领域互联网产品经验，有社区社交产品经验的加分，有内容生态、推荐算法背景的加分。
2. 有较强的用户思维，用户价值导，有较强的主观能动性及自驱力，能根据整体产品目标，拆解为可执行落地的产品迭代计划。
3. 对数据敏感，善于利用各种数据分析手段，并结合用户洞察，综合判断产品价值及优化改进点。
4. 推进力和目标感强，有较好的沟通能力和协调能力，可以协调多方资源完成目标。",2,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224a21938426f7c482a9dfc9558c805c83c&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-内容产品专家-扫街榜-榜单方向（北京/杭州）-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1. 负责高德内容相关产品的规划，结合战略目标，主导生活服务及榜单产品的整体规划，明确产品定位、核心价值与长期发展方向，使其在市场中具备独特竞争力，深入洞察生活服务市场趋势、用户需求以及行业动态，
2. 能精准定义产品功能、交互流程和用户体验，协调设计、开发等多团队，推动从概念到落地，打造易用、高效且贴合用户需求的产品。运用数据分析和用户反馈，不断优化榜单算法，确保排名真实、公正、有价值。
3. 制定并执行产品迭代计划，依据用户行为数据、市场反馈和业务目标，持续优化产品功能和体验，快速响应市场变化，推出创新功能，提升用户活跃度和留存率，实现产品的持续进化与升级。
4. 与技术团队紧密沟通，跟进开发进度，保障项目按时高质量交付；与运营团队协作，制定运营策略，助力产品推广与用户增长；与市场、商务等部门联动，获取资源，推动产品商业化探索。
5. 建立完善的数据指标体系，深度分析产品数据，挖掘用户行为模式和需求痛点，为产品优化、功能迭代提供数据支撑，以数据驱动决策，提升产品竞争力。","1. 本科及以上学历，3-5年互联网产品经验，有生活服务类产品、榜单类、精选类产品经验者优先。
2. 具备敏锐的市场洞察力和用户需求把握能力，出色的逻辑思维与问题解决能力，能独立完成复杂产品规划与设计；
3. 拥有优秀的数据分析能力，熟练使用SQL、Excel等数据处理工具，能从数据中提炼有价值信息。
4. 具备优秀的沟通协调和团队合作能力，能在跨部门合作中有效推动项目进展，善于倾听不同意见，共同解决问题。
5. 对创新充满热情，勇于尝试新方法、新技术，不断探索产品新的可能性，推动产品创新发展。",2,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224b5072cd539484a52a863de8032464f12&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-酒店转化方向产品经理-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"岗位描述
我们正在寻找一位通过数据驱动和用户导向，对转化漏斗有深刻理解的产品经理，专注于提升酒店交易转化效率。你将负责从用户搜索、浏览、决策到下单支付的全链路体验优化，通过产品策略、交互设计与智能推荐机制，最大化流量价值，提升酒店预订转化率、客单价与复购率。

岗位职责
1. 深入分析用户预订路径中的关键转化节点（如列表页、详情页、房型选择和下单环节等），识别流失瓶颈与优化机会
2. 注重用户搜索与筛选体验，通过持续迭代算法策略，提升用户转化决策
3. 结合用户分层与场景分层，设计个性化推荐与促转策略
4. 建立并监控核心转化指标体系（如CVR、支付成功率、跳出率、加购率、人均浏览酒店数等），通过数据驱动产品决策
5. 跟踪行业发展趋势在转化体验上的创新，持续保持产品领先性","1. 有3年以上C端或交易型平台产品经理经验，有OTA、电商、本地生活等行业背景者优先；
2. 熟悉用户转化漏斗模型，具备扎实的数据分析和产品设计能力（熟练使用SQL工具者优先）
3. 对用户体验敏感，能平衡商业目标与用户价值，具备优秀的交互与信息架构设计能力
4. 具备强逻辑思维与结构化问题拆解能力，能从复杂数据中提炼产品洞察
5. 优秀的跨团队协作与项目推动力，对在线旅游行业有热情，能在快节奏环境中高效交付",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 16,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602244bd10dc062df484a87fd28fac316176e&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-商品平台产品专家-商品质量-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1. 负责商品质量评估相关产品能力建设，高效实现商品的覆盖、信息、价格多方对比，保障能力稳定性。
2. 负责商品质量优化相关产品能力建设，建设商品问题发现-下发-回收线上化闭环，提升问题的处理率。
3. 负责优质商品推广应用产品能力建设，实现优质商品对业务贡献的量化评估，联动多业务持续提升效果。","1. 本科及以上学历，5年以上互联网产品经验，最近两段工作经历至少有一段在行业头部公司从事商品质量管理相关工作。
2. 具备宏观视角，能够独立完成产品策划、项目管理和落地实施。
3. 目标向导，具备整合平台资源和拿结果能力，有系统性思考和缜密的产品设计能力。
4. 具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL者更优。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224692f8849fb104820b02953e17e328d1b&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德- 交易平台产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1.负责核心交易链路产品能力建设，设计从访问、选购、下单、提单、支付等全链路的产品解决方案，优化用户端到端体验，提升整体访购转化效率；
2.负责活动招商系统产品能力建设，提升招商系统的配置效率以及审核效率，满足多行业多场景的招商需求；
3.基于本地生活行业的经验及行业视野，能够提出例如行业大促、营销玩法、场景运营等多方向的行业解决方案，持续推动促销营销系统迭代。","1.本科及以上学历，5年以上互联网产品经验，具备交易、营销产品经验，有行业头部经验者优先；
2.具备平台产品经验，能够独立负责从市场调研、产品规划、方案设计到项目推进上线、迭代优化的全流程；
3.目标导向，具备出色的逻辑思维、业务抽象能力和系统设计能力，能够有效整合资源并推动拿到业务结果；
4.具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL者更优；
5.具备优秀的协调沟通能力和团队合作精神，能够与各团队高效协作，具备主人翁精神及抗压能力。",2,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602241e52b89fc9d24c289459057a1c1dbd4f&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-营销产品-超划算业务-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1、负责超划算业务营销工具、互动玩法等营销产品的规划、设计和落地，通过营销能力为用户提供丰富产品和优惠权益，促进交易转化效率；
2、根据用户需求、消费动机和行业特征，设计营销频道、活动页面等，通过产品化手段促进用户规模化和可持续增长；
3、支持超划算、大促营销需求，并能根据业务及行业特征，制定大促营销产品的发展规划，抽象、扩展、落地平台服务能力；","1、本科及以上学历，3年以上电商/本地生活营销相关产品经验，具备良好的产品规划和业务理解能力，在营销玩法/工具、优惠、权益相关的产品方面有经验者优先，有补贴定价策略/工具经验者优先；
2、对游戏化、电商等新事物敏感，具备良好的商业敏感度和用户同理心；
3、有丰富的大型电商/本地活动经验者优先，拥有平台产品思维，具备较好的商业敏感度和场景抽象能力，了解如何沉淀通用型的平台；
4、目标导向，良好的沟通表达能力，能够跨部门沟通和处理问题，有一定抗压性，能够快速适应变化；
5、会SQL",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 17,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602243e2fd1dd771c4bea8c11b1db0b58969c&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-零售行业年费&交易产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1、深度理解零售行业，为高德平台年费及交易业务的供给覆盖、商家生态健康负责。通过业务洞察，基于零售行业特征形成有效供给规则&商家策略，持续提升优质供给覆盖率，保证行业生态健康及合作纵深。
2、通过对供给上翻链路的把控，持续提升供给的质量，并提高供给上翻效率，帮助商家更好的与高德链接。
3、能够提炼业务的供给需求，明确供给策略并制定有效供给增长打法，盘点可用资源，为自营优质供给增长结果负责。
4、结合业务目标完成营销优惠平台的通用能力设计，沉淀通用营销解决方案，提升营销氛围用户感知和优惠转化，助力业务规模增长和费效优化。","1、本科及以上学历，5年及以上O2O相关行业. 熟悉本地生活行业，了解本地生活行业的用户心智和商品营销玩法，至少一段本地生活相关商品交易或营销产品工作经历。
2、有强项目统筹能力，丰富的跨团队、部门的项目资源整合能力，具有良好自驱和owner意识。
3、具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL为佳。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 03 - 16,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602248c1446a0f3634954bdd3b2e9879895db&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-交易履约核销产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1. 负责本地生活业务到店业务形态的履约链路平台能力建设，比如：订座、排队、核销、购后预约等系统能力。能够从用户端、商家端、平台端不同视角优化C 端和商家端的履约链路，降低BC两端交易履约核销成本，最后为履约核销相关指标负责。
2. 能够洞察行业发展趋势，通过系统性思考发现商业本质，沉淀简单、有效且可复用的解决方案。","1. 本科及以上学历，5年以上互联网产品经验，最近两段工作经历至少有一段在行业头部公司从事订座、排队、核销、购后预约等系统能力的相关工作。
2. 具备宏观视角，能够独立完成产品策划、项目管理和落地实施。
3. 目标向导，具备整合平台资源和拿结果能力，有系统性思考和缜密的产品设计能力。
4. 具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL者更优。
5. 有美团和抖音本地生活交易链路和履约链路的经验者优先。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602240b17188478ec444fa85a78568b71e424&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-本地生活签约产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"负责高德本地生活「到店业务」的签约产品体系设计，聚焦业财框架标准化（如三套收敛的签约框架）、CP接入管理方案及定价计税流程优化，支撑销售团队高效完成商户签约。

核心职责
1）设计签约流程数字化工具，推动销售流程自动化；
2）推动制定业财合规规则，确保合同条款与计费系统无缝对接；
3）协同销售、财务、法务团队，优化签约机制，简化非必要玩法；","1. 5年以上B端产品经验，具备本地生活/电商签约系统设计经验者优先；
2. 精通合约、定价和签约流程，能独立输出产品端到端大图和细节流程。
3. 跨团队协同能力，需频繁对接销售、财务、法务团队，需具备复杂需求整合能力，能从销售团队反馈中提炼产品优化点。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026022430a763f2963644c5a2a840b741a6bd12&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
