职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
阿里健康-渠道运营主管-杭州,,阿里健康-健康自营事业部,中国-浙江-杭州,本科,八年以上,JK-I5,"1、负责阿里健康自营业务在福利社、闪购等平台B2C店铺的运营工作，包括但不限于运营计划，销售策略，品类规划和营销活动，为整体项目销售及利润结果负责；
2、根据平台消费者网购行为特征以及对市场、行业（品牌结构，销售模式，利润结构，市场规模，跨境政策等）和竞争对手的了解，分析消费者购买需求，并制定相应的解决方案和落地计划；同时对现有的运营机制进行优化，提高运营效能，降低运营成本，提升消费者体验；
3、围绕项目发展方向和现状，负责与内部相关团队的沟通和协作，优化提升项目整体链路，提高效能；","1、本科学历及以上，8年以上互联网电商运营或店铺、品类运营的工作经验，熟悉天猫、JD及美团，以及有医药保健行业运营经验者优先；
2、需有较强的市场挖掘能力、团队协作能力、执行能力和沟通能力；
3、电商运营实操能力强，有较强的产品化逻辑思维；
4、具备良好的学习能力，心态积极，进取心强，愿意接受挑战，适应力能力强，以结果为导向，能承受忙碌、繁重、较大心里压力的工作。",1,鲁天天(天阿),,2026 - 02 - 24,2026 - 05 - 24,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020367b8e50bdc8d49248fc23731cb7a235b&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
天猫事业部-3C数码行业运营-杭州,,淘天集团-天猫事业部,中国-浙江-杭州,本科,五年以上,P6,"1、负责3C数码办公文教行业的品类运营工作，通过数据研究和分析挖掘并判断行业的增长趋势，具备宏观数据分析能力；
2、制定并落地品类运营策略，提升品类GMV及用户粘性；
2、主导行业商家资源整合与商务谈判，设计并执行商家扶持计划，推动品牌和平台协同发展；
3、基于天猫平台规则，协同供应链、市场、产品团队策划并落地行业大促活动或创新营销项目，实现流量转化与ROI提升；
4、能承担项目，且跨BU、跨部门沟通协作，通过协同横向、推进项目完成。","1、本科及以上学历，4年及以上的相关工作经历，有3C数码（如打印，学习，电纸书等）品类操盘经验者优先；
2、具备较强的商业敏锐度以及市场分析能力，逻辑思维能力强，数据敏感度高，思路清晰，能够快速制定运营策略和方案，并推进落地拿到结果；
3、有较强的沟通协调能力，能够跨BU、跨部门高效协同完成业务目标；
4、目标导向，抗压能力强，适应快节奏工作环境，具备敏锐的商业洞察与创新思维，能快速响应行业变化与平台规则调整；
5、有一定的营销思维和营销规划能力。",1,赵滢瑄(阳沁),,2026 - 02 - 10,2026 - 04 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260203c2c8b444f443474292cf7ce911d57ad7&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-搜推体验-用户体验评测专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1、负责高德地图搜索、内容评测体系，结合业务演进和发展，保障评测体系和数据牵引进度，有全局推动追踪能力，驱动体验效果
2、深入分析用户行为和市场趋势，识别用户需求，以创新的方式在前端展现和定义。
3、紧密与底层数据/引擎/服务端协作，确保从数据采集、处理到展示的链路统一性和数据质量，推动数据驱动的产品决策。
4、监控产品性能指标，如用户参与度、搜索准确率和推荐效果，定期进行优化和调整。
5、对行业，竞品和新产品洞察分析，追踪最新的互联网技术，推动大模型自动化评测体系。","1、有专业深度的评测体系经验，具备大规模级产品生命周期管理经验。
2、至少5年以上互联网产品经验，具有搜索评测产品经验和管理经验
3、精通数据分析，熟悉数据处理工具，对数据驱动的产品设计有深入理解。
4、具备出色的项目管理能力，能够在多任务环境中有效安排优先级。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020274c0a2dca940442c82bce7c99f88ccab&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
业务技术-高级 AI Agent 算法专家-急招,,淘天集团-业务技术,中国-浙江-杭州,本科,一年以上,P8,"淘天集团某算法团队，国内少有的兼具顶尖Agent应用算法与Agent Infra基础设施研发能力的团队。我们既做业务战场的冲锋者，也是技术底座的奠基人！

1. 我们的战绩（业务影响力）：
有影响力的产品：打造国内用户规模最大的电商经营Agent——生意管家。
海量规模：日均服务数百万商家、数千万次调用，日均LLM Token消耗达 T级。
权威认可：产品作为AI赋能电商经济的典范，登上央视财经新闻，深受用户信赖。
2. 我们的技术（硬核实力）：
前沿赛道：覆盖 Agentic RL、Agent Memory、GUI Agent、Agent-as-Judge 等最前沿方向。
学术高地：在国际顶尖会议发表多篇高水平论文，产研结合紧密。
资源壁垒：拥有领先的 RL 训练环境，训练算力充裕，支持各种开源大模型的全参后训练。
工程落地：强大的工程化能力，拒绝空谈，让每一个 Idea 都能快速实验并落地现实。
3. 我们的愿景： 打造最懂商家和小二的 Agent Infra，通过深度融合业务场景与智能决策，让复杂的商业环境变得简单可控。加入我们，一起定义电商 Agent 的未来！

【工作内容】
1. Agent应用开发与训练优化
• 设计和实现电商业务场景中的Agent应用，具备任务规划、工具调用、多轮交互、多Agent协同等核心能力
• 针对业务问题正确建模，设计包括包括架构、数据、训练、评估等在内的全套Agent技术解决方案，在业务场景中落地并拿到结果
• 运用SFT、Agentic RL等前沿算法优化技术显著提升模型在垂直领域的表现，设计有效的Reward Function并搭建训练环境
• 持续探索挖掘Agent在淘天业务场景中的创新应用场景，创造增量业务价值

2. Agent基础设施构建
• 将业务场景中沉淀的Agent应用落地最佳实践，沉淀为Agent基础设施中的通用能力，驱动基础设施持续迭代演进
• 紧跟Agent基础设施（框架 Runtime 平台产品）的最新进展，设计出企业级的高可用Agent应用构建平台
• 为Agent基础设施设计出科学合理的上下文工程、数据构建、效果评测等产品技术方案，并和工程团队一起实现产品化落地","1. 计算机科学、人工智能、数学、电子工程等相关专业硕士及以上学历；
2. 具备3年及以上LLM/NLP算法研发经验，有知名互联网企业或顶尖学术机构相关经验者优先；
3. 精通深度学习和机器学习基础理论，熟悉Transformer架构及LLM原理，熟练掌握PyTorch/TensorFlow等深度学习框架；
4. 精通Python编程，具备大数据处理能力，熟练掌握至少一种Agent应用框架，具备较强的工程能力；
5. 具备丰富的大模型SFT & RL训练实操经验，实操过带工具复杂推理Agent的效果优化，至少熟练掌握一种RL训练框架；
6. 熟悉电商业务场景者优先，在国际顶尖会议发表高水平论文者优先。",1,楼婧萱(晚宜),,2026 - 01 - 28,2026 - 04 - 27,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601289ebab19b51f64c2a85d5ffb1318c08a9&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
业务技术-大模型算法专家-物流技术,,淘天集团-业务技术,中国-浙江-杭州,硕士,一年以上,P7,"淘天物流算法团队致力于解决电商场景下物流、供应链全链路的算法模块优化，包括预测、商品物流属性生成、小件员物流照片稽核、运营区规划、闪购场景下的补货、调拨等等。

职位描述
1. 负责大模型（LLM/MLLM）核心技术研发，包括预训练、垂域SFT、RLHF等，持续追踪和应用领域最新技术进展；
2. 负责大模型性能优化：研发模型加速技术，如量化、剪枝与知识蒸馏；优化数据特征与调度策略；构建高效推理链路、提升运行速度及降低成本；
3. 基于淘天物流领域知识，打造物流垂域agent，支撑toB、toC等多场景应用，包括但不限于 退货助手、淘宝万能搜（物流场景）、闪购供应链agent等
4. 持续跟踪、探索大模型/多模态大模型方向的前沿技术，将各方向的SOTA能力集成到模型底座上，提升下游任务的效果，打造团队的技术先进性。","1. 自然语言处理、机器学习、人工智能、计算机、电子与通信等相关专业的硕士生/博士生；
2. 熟悉LLM/MLLM的基本原理和相关算法，具备良好的逻辑分析能力和数理基础，在顶会（如NeurIPS、ICLR、ICML等）或期刊上有论文发表者优先；
3. 熟练掌握Pytorch等深度学习框架，扎实的编程基础，具备独立的算法实现能力；
4. 有LLM/MLLM实操经验，参与过大模型预训练，SFT，RLHF等项目者优先；
5. 学习能力强，对新事物有好奇心，对所在领域有热情，善于独立思考并反思总结；良好的沟通能力和团队协同能力。",1,楼婧萱(晚宜),,2026 - 01 - 28,2026 - 03 - 29,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601288e9e2802d7c0475fafae62e307b08541&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
业务技术-高性能AI大模型网关工程师-急招,,淘天集团-业务技术,中国-浙江-杭州,本科,一年以上,P6,"作为集团 AI 基础设施的关键组成部分，你将负责内部大模型网关（AI Hub）的设计、开发与持续演进，打造统一、高效、智能的大模型服务接入平台。
我们向下聚合集团内外多源大模型能力（包括自研及第三方 LLM、多模态模型等），向上为搜索、客服、内容生成、智能办公等数十个高并发业务场景提供标准化、低门槛的 API 接入服务。

面对万级QPS、毫秒级延迟、十万亿Token 级计量等严苛挑战，你将深度参与以下核心技术方向：
- 构建智能路由引擎，支持按模型能力、成本、延迟 SLA、地域等维度动态调度请求；
- 设计精细化流量治理体系，实现多租户配额管理、Token 级限流、优先级队列与熔断降级；
- 打造商业化计费与用量追踪系统，支撑按 Token、时长或套餐的灵活计费模式；
- 优化流式推理链路（SSE/WebSocket），保障长上下文、高吞吐场景下的低首Token延迟（TTFT）与稳定性；
- 协同底层算力平台，推动网关与推理引擎（如 vLLM、TGI）的高效协同，提升 GPU 资源利用率。

你的工作将直接影响集团 AI 能力效率、服务成本与用户体验，是推动 AI 工程化落地的核心力量！加入我们，一起创造价值~","1. 计算机相关专业本科及以上学历，2年以上后端开发经验，有高并发、高性能分布式系统开发经验；
2. 精通 Java 核心技术（包括多线程、NIO、JVM 内存模型与调优），熟练掌握 Spring Boot、Spring Cloud 等主流框架，具备良好的代码规范与工程素养；
3. 熟悉高性能API网关或服务代理架构，了解请求生命周期管理、协议转换（如 REST/gRPC/SSE）、认证鉴权、限流熔断等核心机制；
4. 具备高并发、低延迟系统的实战经验，如分布式限流与动态配额控制；缓存策略及防穿透/雪崩方案；异步处理与响应流式传输等
5. 熟悉数据库与中间件优化，包括 SQL 调优、分库分表、消息队列（Kafka/RocketMQ）原理及可靠性保障；
6. 具备系统架构设计能力，能主导模块划分、技术选型、容灾降级与弹性伸缩方案，对可用性（SLA）、可观测性（Metrics/Logs/Traces）有深刻理解；
7. 对 AI 基础设施有浓厚兴趣或实践经验，了解大模型推理的基本流程（如 Prompt 输入、Token 生成、上下文管理），能理解并协同算力平台（如 GPU 资源调度、推理引擎集成）进行服务优化；
8. 优秀的逻辑思维与业务抽象能力，能从复杂业务场景中提炼通用服务能力，并推动技术方案跨团队落地；
9. 主动关注前沿技术，对开源网关（如 Envoy）、大模型推理框架（如 vLLM）或云原生 AI 架构有一定研究者优先。

加分项：
1. 有大模型服务网关、AI 推理网关或高吞吐 API 网关的完整落地经验，主导或深度参与过以下至少一项：
- 实现多模型（如 Llama、Qwen、GPT 等）的动态路由、版本管理与 A/B 测试；
- 设计并实现基于 Token 的精细化计量与商业化计费系统（支持输入/输出 Token 分计、套餐配额、超额限流等）；
- 构建多租户隔离架构，支持按业务线、应用或用户维度进行资源配额、优先级调度与成本分摊；
- 优化流式推理链路（SSE/WebSocket），保障低首Token延迟（TTFT）与高吞吐下的稳定性；
- 集成主流大模型推理引擎（如 vLLM、TGI、TensorRT-LLM）或自研推理后端，实现网关与算力平台的高效协同。
2. 熟悉异构算力调度与资源抽象，有在 GPU/TPU 集群上管理大模型实例、处理冷启动、KV Cache 复用或模型预热等优化经验；
3. 具备AI基础设施全链路视野，曾参与 MLOps 平台、模型部署平台或 AI Hub 类系统的建设，理解从模型注册、部署、监控到服务治理的完整流程。",1,楼婧萱(晚宜),,2026 - 02 - 06,2026 - 04 - 01,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601282fd1deff64a844e9bd4bebe78ef7ac2b&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
淘天集团-数据分析/数据科学专家-用户互动产品,,淘天集团-商业智能&决策支持,中国-浙江-杭州,本科,三年以上,P7,"1. 围绕用户互动产品的场景制定分析框架，建设和迭代指标体系，形成体系化的日常业绩追踪机制，并推进数据监控
看板/数据产品的建设；
2. 负责用户互动侧产品方向重要AB实验的方案设计，过程跟进，以及产出策略优化建议；
3. 负责用户互动侧产品方向的数据分析工作（如淘金币），识别并洞察问题、提出建议、支持业务策略落地；
4. 主动发现问题和业务痛点，独立承接用户互动侧产品相关的研究洞察专题、短中长期可落地的解决方案；","1.本科及以上学历，3年以上互联网商业分析、经营分析相关工作经验，计算机，统计学、数学、经济学专业优先；
2.具备良好的SQL和数科分析能力，对AB实验，因果推断熟悉，有复杂实验设计经验的优先；
3. 有用户视角，能够洞察商业本质，挖掘机会点，并能够协调整合资源，推动各方拿到结果；
4. 好奇心强，主动性强，能快速学习，能够独立思考；",1,汪亮(如沁),,2026 - 01 - 30,2026 - 03 - 29,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601280efe3630ac1b4dee97c58e2115ff331d&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
平头哥-Thermal Design Engineer-上海,,阿里集团-平头哥,中国-上海-上海,硕士,五年以上,P7,"1. 作为散热解决方案设计师，基于芯片封装解决方案及散热环境开展芯片散热相关仿真评估，并指导芯片功耗设计和封装解决方案设计开展优化迭代，交付有竞争力的散热方案，同时针对芯片周边系统设计和散热环境提供优化建议，甚至散热解决方案，并推动优化措施的落地，保证芯片在系统中的应用。
2. 负责芯片散热特性的分析及测试验证
3. 对散热相关材料特性、散热结构开展测试验证，包括材料导热特性、结构界面接触热阻等，为热设计分析提供有效数据支撑
4. 与业界供应商、研究机构进行互动，跟踪行业趋势，推动新技术研发及应用","1. 材料、动力工程及工程热物理、热能工程等相关专业硕士及以上学历
2. 必须具备传热学、热力学、材料科学等基础知识
3. 3年及以上热仿真设计经验，有Ansys、Flotherm等热相关EDA软件使用经验、芯片及电子系统热设计实践经验者优先
4. 有材料热性能测试及常见散热器机械结构制造经验者优先
5. 有IC行业经验者优先",2,姚梦舸,,2026 - 02 - 26,2026 - 05 - 26,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026012887de9db1acc14e8e8479119d3b15ddc0&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
平头哥-Thermal Design Engineer-深圳,,阿里集团-平头哥,中国-广东-深圳,硕士,五年以上,P7,"1. 作为散热解决方案设计师，基于芯片封装解决方案及散热环境开展芯片散热相关仿真评估，并指导芯片功耗设计和封装解决方案设计开展优化迭代，交付有竞争力的散热方案，同时针对芯片周边系统设计和散热环境提供优化建议，甚至散热解决方案，并推动优化措施的落地，保证芯片在系统中的应用。
2. 负责芯片散热特性的分析及测试验证
3. 对散热相关材料特性、散热结构开展测试验证，包括材料导热特性、结构界面接触热阻等，为热设计分析提供有效数据支撑
4. 与业界供应商、研究机构进行互动，跟踪行业趋势，推动新技术研发及应用","1. 材料、动力工程及工程热物理、热能工程等相关专业硕士及以上学历
2. 必须具备传热学、热力学、材料科学等基础知识
3. 3年及以上热仿真设计经验，有Ansys、Flotherm等热相关EDA软件使用经验、芯片及电子系统热设计实践经验者优先
4. 有材料热性能测试及常见散热器机械结构制造经验者优先
5. 有IC行业经验者优先",1,姚梦舸,,2026 - 01 - 28,2026 - 04 - 04,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260128e798988f868f41eb84ae6885af694685&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-高端岗位-综合-北京,,阿里集团-高德,中国-北京-北京,硕士,八年以上,P9,,,2,田媛媛,,2026 - 02 - 06,2026 - 04 - 26,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260127764f479c277d438489cd02595ecd3370&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里健康-投资者关系经理-香港,,阿里健康-财务部,中国香港,本科,三年以上,JK-I5,"1. 投资者关系管理：与机构投资者、分析师、基金公司等保持日常沟通，建立并维护良好的关系；
2. 资本市场活动组织：支持策划并执行投资者会议、业绩发布会、路演活动及投资者日等；
3.信息披露与报告：协助负责公司公告、定期报告（年报、半年报）、临时报告编写工作的组织与实施；
4. 内部协作与合规管理：与财务、法务等部门紧密合作，确保信息传递的准确性和一致性；
5. 支持危机公关与风险管理：在危机事件中协助制定并执行投资者沟通策略，最大程度减少负面影响；
6. 支持市场分析与战略支持：关注资本市场动态及行业趋势，分析投资者行为及偏好。","1、教育背景：本科及以上学历，金融、会计、市场营销、工商管理、经济、法律等相关专业优先；
2、工作经验：3年以上IR或投融资或投行工作经验；有港股上市公司或大型企业IR经验者优先，具有港股卖方分析师或销售经验优先；
3、财务分析能力：具备良好的财务分析能力，能够准确解读财务报表，理解公司财务状况和经营成果，为投资者提供专业的财务咨询和解读；
4、专业技能：具备出色的沟通能力、逻辑思维能力和问题解决能力；熟练使用Excel、PowerPoint等办公软件，擅长数据分析及报告撰写；
5、语言能力：英语口语流利，能够独立处理英文邮件及报告，有海外留学经验优先；
6、其他要求：做事细心且认真负责，表达习惯严谨；能承受较大的工作压力具有服务意识，形象素质佳，积极乐观；",1,曾柳(羽墨),,2026 - 02 - 24,2026 - 05 - 16,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601272cecee2818ee4b898bdc251230f0f01d&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-总裁助理/项目管理-CEO office,,阿里集团-钉钉,中国-浙江-杭州,本科,三年以上,P8,"1、作为总裁业务助理，负责重大事项的会议组织、纪要编写及落地跟踪，对关键问题形成解决方案并推动落实；参与业务决策，提供业务建议；
2、做好重大项目的管理，明确项目目标，合理拆解项目计划，协调资源推进项目实施，并对项目风险进行把控和管理，确保项目按期交付，对项目结果负责；
3、负责总裁办相关内外部合作方对接，协同完成各项任务。","1、本科及以上学历，3年以上项目管理相关工作经验；
2、有较强的跨部门沟通能力、协作能力，以及项目进度管控能力；能有效推进业务项目的开展，有优秀的执行能力，能够承担较大的工作压力；
3、具有较强的责任心和自驱力，积极主动、善于思考，学习能力强，以结果为导向；
4、具有良好的表达能力和沟通能力，善于进行信息收集、整理和分析。",2,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601270a3f7de5ca3440f6a64294c8af797306&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
业务技术-大模型算法工程师-物流技术,,淘天集团-业务技术,中国-浙江-杭州,硕士,一年以上,P7,"1. 负责大模型（LLM/MLLM）核心技术研发，包括预训练、垂域SFT、RLHF等，持续追踪和应用领域最新技术进展；
2. 负责大模型性能优化：研发模型加速技术，如量化、剪枝与知识蒸馏；优化数据特征与调度策略；构建高效推理链路、提升运行速度及降低成本；
3. 基于淘天物流领域知识，打造物流垂域agent，支撑toB、toC等多场景应用，包括但不限于 退货助手、淘宝万能搜（物流场景）、闪购供应链agent等
4. 持续跟踪、探索大模型/多模态大模型方向的前沿技术，将各方向的SOTA能力集成到模型底座上，提升下游任务的效果，打造团队的技术先进性。","1. 自然语言处理、机器学习、人工智能、计算机、电子与通信等相关专业的硕士生/博士生；
2. 熟悉LLM/MLLM的基本原理和相关算法，具备良好的逻辑分析能力和数理基础，在顶会（如NeurIPS、ICLR、ICML等）或期刊上有论文发表者优先；
3. 熟练掌握Pytorch等深度学习框架，扎实的编程基础，具备独立的算法实现能力；
4. 有LLM/MLLM实操经验，参与过大模型预训练，SFT，RLHF等项目者优先；
5. 学习能力强，对新事物有好奇心，对所在领域有热情，善于独立思考并反思总结；良好的沟通能力和团队协同能力。",3,楼婧萱(晚宜),,2026 - 01 - 27,2026 - 04 - 27,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260127636bfb40de6743bd821aba22bb539c57&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-交付项目管理-杭州,,阿里集团-钉钉,中国-浙江-杭州,本科,三年以上,P6,"1、负责钉钉大客户交付架构设计。
2、推进交付工具的研发及自动化运维系统建设。
3、在重点大客户项目中承担技术架构师角色，保障项目顺利履约。","1. 3年以上工作经验，熟悉Go、Java、Python或C/C++编程语言至少一种;
2. 熟悉客户端开发、前端开发、应用研发、网络、微服务、分布式、缓存、RPC、消息中间件、容器服务、K8s、MySQL存储至少两种;
3. 有较强学习和沟通能力，有很强的动手能力和解决问题能力;
4. 云原生持续交付的体系架构，有大规模持续交付的经验背景优先；
5. 有3年以上研发或者运维背景的优先。",3,王丽丽(唐宝),,2026 - 02 - 02,2026 - 04 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601275450a164cc854c928a5b67617422149b&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
集团安全部-算法工程师/专家-数据安全,,阿里集团-阿里控股,"中国-北京-北京,中国-浙江-杭州",硕士,五年以上,P7,"我们要寻找一位对数据安全和人工智能充满热情的大模型应用算法工程师加入我们的团队。在这里，你将加入一个充满热情的技术团队，参与构建智能化的数据安全防护体系，利用前沿的机器学习与数据挖掘技术，探索大模型在数据安全领域的深度应用。
具体职责包括但不限于：
● 大模型微调与实战 参与开源大模型的后训练（SFT、RL）与效果调优；针对具体的数据安全场景（如敏感词识别、API 风险检测），优化模型推理效果与性能。
● 数据处理与工程化 参与高质量训练数据集的构建，编写自动化脚本进行数据清洗、增强与合成（Synthetic Data）；协助解决模型部署中的工程问题，提升服务稳定性。
● 算法落地与迭代 利用 NLP 技术（如 NER 实体识别、文本分类）解决实际业务中的隐私保护问题；持续跟踪测试最新的 RAG、Agent 技术，并在业务中尝试落地。
● 前沿技术复现 跟踪学界/业界在 LLM 与安全结合领域的最新论文与技术报告，快速复现并验证其在内部场景的有效性。","● 学历背景：硕士研究生及以上学历，计算机、人工智能或相关专业，1-3 年算法相关工作经验。
● 编程基础：扎实的Python编程能力，代码风格良好；熟练使用PyTorch等框架，有从数据处理到模型训练的完整 Pipeline 实践经验。
● 数据处理能力：具备海量数据处理经验，熟悉 Pandas、Spark 或 SQL，能够独立完成数据清洗、标注策略制定及质量评估。
● NLP/大模型基础：熟悉Transformer原理，了解主流开源大模型技术，熟悉大模型预训练、后训练及推理优化流程；有LangChain或类似框架的实际开发经验。
● 学习与驱动力：对技术有强烈的好奇心，善于分析业务痛点，能够将抽象的算法理论转化为解决实际安全问题的工程方案。
【加分项】
● 安全领域经验：了解数据安全法、GDPR 等法规，或有敏感数据识别（PII）、内容风控等相关项目经验者优先。
● 竞赛与科研：在 ACL, EMNLP, CVPR, NeurIPS 等顶会发表过论文，或在 Kaggle、ACM 等高水平竞赛中获得优异成绩者优先。
● 全栈/工程化能力：熟悉模型部署（TensorRT, vLLM）、分布式训练（Deepspeed, Megatron）或拥有后端服务开发经验者优先。",1,江燕(瑾乔),,2026 - 01 - 27,2026 - 04 - 20,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601260e28abf9a8054fb0a5133456f153d401&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-Mac客户端开发工程师-（视频会议/AI听记）,,阿里集团-钉钉,中国-浙江-杭州,本科,三年以上,P6,"1. 负责视频会议Mac客户端的架构设计、开发和维护工作
2. 参与产品需求分析，制定技术方案，确保产品的高性能和稳定性
3. 实现音视频通话、屏幕共享、会议控制等核心功能模块
4. 优化客户端性能，提升用户体验，降低CPU和内存占用
5. 与服务端、iOS、Windows等团队协作，保证多端体验一致性
6. 参与技术难点攻关，解决音视频相关的技术问题
7. 编写技术文档，进行代码审查，保证代码质量","### 基本要求
1. **学历**：本科及以上学历，计算机相关专业
2. **经验**：3年以上Mac客户端开发经验
3. **语言**：精通Swift或Objective-C，熟悉Cocoa框架，熟悉C++
4. **基础**：扎实的计算机基础知识，熟悉数据结构和算法

### 技术要求
1. 熟悉macOS应用开发，了解AppKit/SwiftUI框架
2. 有音视频开发经验，熟悉WebRTC、FFmpeg等音视频框架
3. 了解音视频编解码原理（H.264/H.265、AAC等）
4. 熟悉网络编程，了解TCP/UDP、WebSocket等协议
5. 有多线程、内存管理、性能优化经验
6. 熟悉Git版本管理工具

### 加分项
1. 有视频会议、直播、IM等实时通信产品开发经验
2. 熟悉Metal、Core Audio、AVFoundation等系统框架
3. 有跨平台开发经验（Electron、Flutter等）
4. 了解音视频质量优化（网络自适应、抗丢包等）
5. 有开源项目贡献或技术博客
6. 熟悉CI/CD流程，有自动化测试经验",1,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260126c7a6b91bd1284e748c0a93d8d3894482&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
